brand_id,brand,t_hour,t_minute,ext_price
10014014,edu packamalgamalg #14,19,10,186.56
1001001,importoimporto #2,17,46,186.48
3001001,amalgcorp #6,18,32,186.40
10016016,corpamalgamalg #16,8,8,186.40
9004008,edu packmaxi #8,17,56,186.32
6001004,amalgcorp #4,19,32,186.30
6016003,edu packamalg #2,19,26,186.30
7012006,importonameless #6,18,25,186.30
6016001,amalgamalg #2,17,4,186.24
2001001,corpbrand #10,8,57,186.15
4003001,importoamalg #2,18,6,186.15
8014010,edu packmaxi #10,18,16,186.15
10002004,importounivamalg #4,19,15,186.12
10009002,importoimporto #2,9,25,186.00
7002004,importobrand #4,8,54,185.90
7004001,exportiamalg #2,9,6,185.90
10004002,edu packunivamalg #2,17,32,185.90
4003002,exportiedu pack #2,7,24,185.85
10011008,amalgamalgamalg #8,9,54,185.80
4001001,importobrand #2,18,37,185.76
6015002,scholarbrand #2,9,32,185.76
7013001,exportiimporto #2,9,7,185.76
5003001,exporticorp #2,9,6,185.74
3003001,exportiimporto #2,17,44,185.70
10008005,namelessunivamalg #5,18,26,185.65
6001007,importoedu pack #2,7,11,185.55
10016008,corpamalgamalg #8,19,39,185.55
5003001,edu packamalgamalg #3,7,59,185.50
9007009,amalgscholar #2,9,19,185.50
9016011,univmaxi #2,19,46,185.44
7004004,edu packbrand #4,19,26,185.42
6004002,edu packcorp #2,8,15,185.40
9009006,maximaxi #6,19,5,185.40
9001003,edu packexporti #2,8,40,185.35
6008001,exportinameless #10,9,42,185.31
1003001,exportiexporti #2,18,51,185.28
8010008,univmaxi #8,9,25,185.28
10004015,edu packunivamalg #15,7,0,185.25
8006010,corpnameless #10,18,30,185.22
9013006,exportiunivamalg #6,8,19,185.22
9016005,amalgamalg #2,7,17,185.22
4003001,importoimporto #2,17,21,185.16
6011004,amalgbrand #4,8,33,185.13
6009007,importoscholar #2,18,2,185.07
9004010,edu packmaxi #10,6,50,185.05
6009008,maxicorp #8,7,10,185.04
9014004,edu packunivamalg #4,9,56,185.01
10005001,scholarunivamalg #1,9,37,185.00
7010004,univnameless #4,7,0,184.95
7007007,amalgimporto #2,18,23,184.86
1001001,importoimporto #2,18,3,184.80
2001001,amalgamalg #2,6,30,184.80
4004001,maxinameless #8,7,10,184.80
7006009,edu packexporti #2,8,31,184.80
8003004,exportinameless #4,9,14,184.80
10016016,corpamalgamalg #16,7,50,184.76
4003001,amalgexporti #2,17,58,184.75
6008002,namelesscorp #2,18,28,184.71
4003001,edu packamalg #2,17,15,184.68
9014006,edu packunivamalg #6,8,47,184.63
6013004,exportibrand #4,18,45,184.60
1004001,importounivamalg #12,18,4,184.50
4002001,exportiamalg #2,8,54,184.50
1001001,edu packexporti #2,19,15,184.48
9015009,edu packmaxi #4,8,42,184.47
6008008,namelesscorp #8,18,48,184.45
8010006,univmaxi #6,17,17,184.44
9003009,amalgscholar #2,18,8,184.38
5002001,amalgamalg #2,7,46,184.36
5002001,corpmaxi #10,19,7,184.34
2003001,exportimaxi #4,18,54,184.32
2002001,edu packedu pack #2,18,12,184.28
7012010,importonameless #10,19,19,184.28
1002002,importoamalg #2,8,7,184.26
7003001,exportiimporto #2,9,14,184.25
7013003,edu packexporti #2,8,17,184.24
9005012,scholarmaxi #12,18,30,184.24
9009002,maximaxi #2,18,56,184.24
2001001,edu packmaxi #10,19,38,184.20
7006006,corpbrand #6,6,13,184.20
8008006,namelessnameless #6,17,39,184.20
10001014,amalgunivamalg #14,19,37,184.14
10015012,scholaramalgamalg #12,18,11,184.14
8015006,scholarmaxi #6,8,57,184.11
6003004,exporticorp #4,9,9,184.08
8006009,edu packedu pack #2,6,3,184.08
8008010,namelessnameless #10,9,38,184.08
9011003,amalgnameless #4,19,32,184.08
2004001,corpmaxi #4,18,33,184.00
5003001,importoimporto #2,17,20,184.00
7003007,importobrand #8,18,37,184.00
9009012,maximaxi #12,19,10,184.00
4004001,amalgbrand #4,17,26,183.96
9015002,scholarunivamalg #2,6,1,183.96
10012002,importounivamalg #3,19,8,183.92
6009008,maxicorp #8,8,31,183.90
10003004,exportiunivamalg #4,8,3,183.90
3003001,importoimporto #2,8,41,183.89
7003007,importobrand #8,17,54,183.89
4002001,exportiimporto #2,9,32,183.82
4004001,brandmaxi #6,8,9,183.82
6013003,scholarunivamalg #12,17,13,183.75
9010008,univunivamalg #8,19,6,183.72
3003001,amalgscholar #2,17,16,183.68
8008004,namelessnameless #4,8,47,183.68
8010002,univmaxi #2,9,14,183.68
6010001,importoedu pack #2,8,28,183.60
6013004,exportibrand #4,9,10,183.60
7009002,maxibrand #2,19,19,183.60
5001001,maxicorp #4,9,30,183.58
7012007,amalgimporto #2,18,41,183.58
10007005,brandunivamalg #5,18,4,183.48
3003001,exportiimporto #2,19,48,183.42
7010005,corpunivamalg #6,8,13,183.40
9008005,amalgedu pack #2,9,45,183.40
4002001,exportiexporti #2,9,34,183.33
4001001,corpnameless #8,19,50,183.28
4001001,edu packexporti #2,17,0,183.28
9012005,univbrand #2,9,49,183.24
9013005,scholarcorp #6,19,17,183.18
9016009,maxiunivamalg #13,17,41,183.09
8015006,scholarmaxi #6,8,46,183.08
4002001,maxibrand #10,18,14,183.00
10001005,exporticorp #6,17,24,183.00
10003005,exportiunivamalg #5,9,4,183.00
6014002,edu packbrand #2,8,39,182.92
2004001,edu packcorp #8,7,56,182.88
4003001,importoimporto #2,17,53,182.88
9007008,brandmaxi #8,19,39,182.88
6007006,brandcorp #6,9,20,182.82
8007010,brandnameless #10,8,15,182.76
6004002,edu packcorp #2,9,4,182.75
3003001,univamalgamalg #6,19,20,182.72
2004001,brandcorp #4,18,39,182.70
7007007,amalgimporto #2,8,38,182.70
7007010,brandbrand #10,9,7,182.70
9009004,maximaxi #4,9,44,182.70
6003002,exporticorp #2,17,48,182.56
6012004,importobrand #4,18,26,182.56
8016004,corpmaxi #4,19,5,182.56
1003001,maxiunivamalg #17,17,27,182.55
6004006,edu packcorp #6,19,36,182.45
2004001,corpmaxi #4,18,31,182.40
6010006,univbrand #6,17,57,182.40
8011001,exporticorp #2,8,14,182.40
9015002,scholarunivamalg #2,9,10,182.40
10007004,importoamalg #2,19,33,182.39
10003009,maxicorp #6,9,1,182.36
4001001,edu packimporto #2,9,27,182.32
8009010,maxinameless #10,9,21,182.32
8003004,exportinameless #4,19,32,182.28
4003001,exportischolar #2,8,11,182.16
6001004,amalgcorp #4,17,33,182.16
7016004,corpnameless #4,19,58,182.16
9009002,maximaxi #2,18,25,182.16
10007002,brandunivamalg #2,18,46,182.16
7008008,namelessbrand #8,19,29,182.07
7004008,edu packbrand #8,9,29,182.00
6013003,scholarunivamalg #12,18,35,181.98
7014010,edu packnameless #10,18,58,181.94
7007004,brandbrand #4,8,24,181.92
8005008,scholarnameless #8,8,59,181.89
9007002,brandmaxi #2,17,56,181.89
6004007,edu packscholar #2,18,2,181.86
7016006,corpnameless #6,18,36,181.80
10010004,univamalgamalg #4,8,17,181.80
10010015,univamalgamalg #15,19,4,181.80
8005006,scholarnameless #6,18,13,181.79
8010003,namelessunivamalg #5,18,15,181.74
8005006,scholarnameless #6,19,36,181.72
6006003,edu packamalg #2,9,59,181.65
10009003,maxiunivamalg #3,19,34,181.65
1003001,importoamalg #2,8,12,181.64
4003002,exportiedu pack #2,8,39,181.64
10004015,edu packunivamalg #15,8,14,181.63
6013004,exportibrand #4,19,54,181.60
10014014,edu packamalgamalg #14,19,16,181.60
6002003,importoamalg #2,17,44,181.56
8009008,maxinameless #8,19,27,181.56
7005008,scholarbrand #8,8,8,181.53
1001001,edu packexporti #2,7,10,181.50
8003010,exportinameless #10,9,49,181.46
1003001,exportiedu pack #2,17,49,181.44
9013006,exportiunivamalg #6,17,11,181.44
10007012,brandunivamalg #12,19,46,181.44
7014010,edu packnameless #10,17,11,181.28
7014008,edu packnameless #8,17,52,181.23
7008006,namelessbrand #6,19,58,181.20
7010005,corpunivamalg #6,8,24,181.12
10002006,edu packamalgamalg #7,19,10,180.96
7002006,importobrand #6,17,51,180.93
8012005,corpmaxi #4,9,34,180.90
9012002,importounivamalg #2,9,4,180.90
3002001,edu packedu pack #2,9,21,180.88
6008002,namelesscorp #2,8,40,180.88
3002001,namelessunivamalg #15,19,55,180.81
10005010,scholarunivamalg #10,17,56,180.80
10013011,exportiamalgamalg #11,8,40,180.78
2002001,amalgamalg #2,17,34,180.75
3001001,scholarunivamalg #7,17,5,180.75
10013014,exportiamalgamalg #14,18,5,180.75
7006007,edu packamalg #2,18,28,180.72
10009001,maxiunivamalg #1,9,13,180.71
8011007,importounivamalg #6,17,30,180.70
9006002,corpmaxi #2,8,34,180.69
4004001,brandmaxi #6,9,1,180.62
4003001,corpmaxi #6,17,33,180.60
6010004,univbrand #4,17,23,180.60
8014005,edu packimporto #2,8,52,180.60
9013008,exportiunivamalg #8,18,50,180.56
2004001,brandunivamalg #6,17,37,180.54
9001008,amalgmaxi #8,9,56,180.54
8011007,edu packmaxi #8,17,38,180.50
10010012,univamalgamalg #12,6,13,180.50
1002001,corpcorp #6,17,54,180.48
2004001,exportimaxi #8,8,47,180.48
4003001,amalgexporti #2,17,24,180.48
8013002,exportimaxi #2,19,35,180.46
6014002,edu packbrand #2,8,15,180.40
2001001,edu packscholar #2,9,17,180.32
5001001,corpbrand #8,8,6,180.32
7010004,univnameless #4,7,11,180.32
8006002,corpnameless #2,6,25,180.32
9001003,importoexporti #2,8,57,180.32
6009008,maxicorp #8,18,20,180.31
10010012,univamalgamalg #12,17,26,180.31
7009001,edu packexporti #2,9,40,180.30
8003003,exportimaxi #4,18,43,180.24
8004010,edu packnameless #10,9,47,180.18
9001010,amalgmaxi #10,18,39,180.18
6004006,edu packcorp #6,8,43,180.12
9008005,amalgedu pack #2,17,42,180.11
2004001,importoscholar #2,19,19,180.00
3003001,scholarbrand #2,9,32,180.00
2002002,importoimporto #2,8,33,179.99
2001001,namelessnameless #10,8,53,179.97
8005005,importonameless #6,18,11,179.95
10016008,corpamalgamalg #8,17,14,179.92
1001001,namelessunivamalg #4,7,36,179.90
4002001,namelessmaxi #12,9,14,179.90
6007002,brandcorp #2,6,3,179.88
4004001,amalgexporti #2,17,46,179.86
10007015,brandunivamalg #15,19,53,179.83
7013002,exportinameless #2,8,42,179.82
10012011,importoamalgamalg #11,9,39,179.82
3001002,amalgexporti #2,6,30,179.80
7003007,importobrand #8,17,43,179.76
7012005,edu packimporto #2,19,18,179.69
10013004,amalgscholar #2,9,27,179.68
10008013,importoamalg #2,9,56,179.58
7011002,amalgnameless #2,17,10,179.52
8003004,exportinameless #4,9,29,179.52
9008005,amalgedu pack #2,18,53,179.52
10010006,univamalgamalg #6,18,1,179.49
8006006,corpnameless #6,17,18,179.46
6007006,brandcorp #6,18,47,179.45
7007007,amalgimporto #2,17,21,179.40
7013001,exportiimporto #2,19,10,179.40
7006002,corpbrand #2,9,47,179.36
8013002,exportimaxi #2,17,6,179.36
1001001,brandnameless #8,6,52,179.34
5003001,exportiamalg #2,9,34,179.34
7004010,edu packbrand #10,8,58,179.34
10006013,corpunivamalg #13,8,43,179.28
2001001,exportiamalg #2,17,25,179.20
1002001,scholarbrand #4,19,42,179.18
9012011,corpunivamalg #12,17,51,179.18
10012009,importoamalgamalg #9,6,48,179.16
2004001,importoscholar #2,9,33,179.01
5002001,amalgmaxi #4,17,32,179.01
9016006,corpunivamalg #6,18,35,179.00
6013002,exportibrand #2,7,47,178.90
8010004,univmaxi #4,6,4,178.88
7011010,amalgnameless #10,19,50,178.84
6006006,corpcorp #6,19,7,178.80
5002001,importoedu pack #2,17,21,178.75
2004001,edu packunivamalg #8,7,17,178.68
6006008,corpcorp #8,17,18,178.56
10010002,univamalgamalg #2,9,32,178.48
1004001,amalgamalg #2,18,47,178.40
10004006,edu packexporti #2,9,33,178.40
5002001,scholarunivamalg #1,18,5,178.36
10016013,corpamalgamalg #13,19,17,178.36
7001008,amalgbrand #8,17,37,178.30
5004001,edu packnameless #4,9,35,178.29
6003008,exporticorp #8,9,47,178.24
10002016,importounivamalg #16,6,41,178.23
7005006,scholarbrand #6,8,51,178.20
2003001,amalgamalg #2,7,26,178.08
10016016,corpamalgamalg #16,19,16,178.04
7005004,scholarbrand #4,7,15,178.00
4004001,amalgunivamalg #10,18,55,177.99
3003001,exportiedu pack #2,17,6,177.84
6008005,edu packmaxi #6,17,10,177.84
10014011,edu packamalgamalg #11,19,30,177.84
1004001,amalgunivamalg #6,19,52,177.80
9005003,edu packexporti #2,17,12,177.79
2001001,importoimporto #2,18,29,177.71
9002003,importoexporti #2,18,29,177.66
1002001,amalgscholar #2,9,54,177.60
6001008,amalgcorp #8,9,3,177.60
8003004,exportinameless #4,7,25,177.60
8004007,edu packunivamalg #7,18,32,177.60
9007008,brandmaxi #8,19,20,177.59
10007015,brandunivamalg #15,17,45,177.58
7004009,importoimporto #2,17,26,177.54
6014004,edu packbrand #4,8,20,177.51
9002003,brandmaxi #4,9,11,177.50
3001001,scholarunivamalg #7,18,21,177.48
7012007,amalgimporto #2,18,43,177.48
10003006,exportiunivamalg #6,6,20,177.48
6010007,importoamalg #2,9,54,177.39
7010008,univnameless #8,19,44,177.38
7010005,corpunivamalg #6,19,4,177.33
10016016,exportischolar #2,19,49,177.33
7011008,amalgnameless #8,18,21,177.32
2004002,edu packimporto #2,7,44,177.31
9013009,corpnameless #10,19,4,177.30
7003010,exportibrand #10,19,53,177.28
7003001,edu packbrand #2,19,55,177.27
7007008,brandbrand #8,19,5,177.27
9009002,maximaxi #2,7,58,177.27
6004007,namelessbrand #8,9,1,177.24
6004006,edu packcorp #6,19,30,177.21
8008005,scholarunivamalg #16,17,51,177.21
10009002,importoimporto #2,18,16,177.21
10013004,corpnameless #8,19,3,177.21
9002011,maxinameless #10,9,40,177.20
3003001,exportiimporto #2,8,52,177.12
10005005,scholarunivamalg #5,17,40,177.11
7006006,corpbrand #6,17,50,177.10
1001001,importoimporto #2,17,15,177.08
4004001,edu packmaxi #2,8,55,177.06
5002001,amalgimporto #2,17,34,177.06
5002001,exportiexporti #2,19,30,177.02
7010004,univnameless #4,19,35,177.02
9015011,exportiamalg #2,7,37,176.97
2004001,brandcorp #4,18,5,176.85
8013004,exportimaxi #4,9,38,176.82
6011005,corpnameless #6,19,25,176.80
1003001,maxiunivamalg #17,8,6,176.79
4004001,edu packcorp #6,18,0,176.79
7005006,scholarbrand #6,8,19,176.76
6011001,edu packexporti #2,9,53,176.75
10012005,amalgamalgamalg #6,9,2,176.68
7014010,edu packnameless #10,17,50,176.64
9012004,importounivamalg #4,18,47,176.58
2004001,edu packedu pack #2,18,25,176.54
5004001,univmaxi #6,9,7,176.52
2002001,amalgamalgamalg #14,9,21,176.48
1002001,exportiexporti #2,17,19,176.44
5004001,edu packnameless #4,8,26,176.40
8001009,amalgamalg #2,19,11,176.40
10002009,importounivamalg #9,7,26,176.40
10003004,exportiunivamalg #4,8,40,176.40
6005006,scholarcorp #6,18,29,176.32
2004001,amalgcorp #2,9,14,176.28
5001001,scholarmaxi #12,18,9,176.28
7003004,exportibrand #4,17,25,176.25
8016004,corpmaxi #4,17,32,176.24
3001001,amalgcorp #6,17,0,176.22
4002001,exportiexporti #2,19,58,176.22
6005002,scholarcorp #2,19,9,176.22
6013008,exportibrand #8,8,37,176.16
6005001,importomaxi #6,17,31,176.12
6016004,corpbrand #4,17,51,176.00
9016005,edu packunivamalg #6,7,44,175.91
6013006,exportibrand #6,17,3,175.89
1001001,amalgunivamalg #13,17,11,175.80
3003001,amalgscholar #2,18,25,175.76
6003002,exporticorp #2,19,13,175.68
10002015,importounivamalg #15,9,23,175.68
6015008,scholarbrand #8,8,9,175.63
7011008,amalgnameless #8,18,43,175.63
6007008,brandcorp #8,18,34,175.59
4002001,corpcorp #6,18,5,175.56
8014010,edu packmaxi #10,9,56,175.56
10010001,importoimporto #2,17,41,175.56
3001001,amalgamalgamalg #5,17,20,175.48
4002001,corpnameless #2,8,12,175.43
2003001,exportimaxi #4,18,27,175.32
8015001,maxicorp #2,19,31,175.32
10008010,namelessunivamalg #10,9,41,175.32
10004013,importoamalg #2,18,9,175.24
4002001,corpcorp #6,19,18,175.20
5004002,edu packscholar #2,7,14,175.20
6008001,exportinameless #10,18,59,175.18
9013002,exportiunivamalg #2,9,8,175.16
7012007,exportischolar #2,17,22,175.10
10012005,amalgamalgamalg #6,18,13,175.10
6007006,brandcorp #6,17,40,175.07
3004001,edu packscholar #2,17,33,175.03
1002001,exportiunivamalg #10,18,55,175.00
9003006,exportimaxi #6,19,54,174.99
6012003,univamalgamalg #14,18,20,174.90
10002006,edu packamalgamalg #7,8,23,174.90
4001001,exportiimporto #2,18,27,174.86
5003001,importoimporto #2,18,45,174.84
7001002,amalgbrand #2,7,26,174.84
7011007,exportischolar #2,18,55,174.84
9014012,edu packunivamalg #12,19,4,174.84
8010008,univmaxi #8,17,49,174.79
2002001,edu packedu pack #2,17,19,174.72
9006004,corpmaxi #4,18,7,174.72
10005010,scholarunivamalg #10,18,44,174.72
10016001,corpamalgamalg #1,18,16,174.72
6003008,exporticorp #8,8,7,174.66
6004007,edu packscholar #2,8,24,174.60
9007008,brandmaxi #8,17,35,174.58
8016010,corpmaxi #10,18,4,174.57
10001012,exportiexporti #2,7,2,174.56
10016011,importoexporti #2,19,5,174.54
6008002,namelesscorp #2,17,23,174.52
1004002,edu packamalg #2,7,23,174.48
9014008,edu packunivamalg #8,19,50,174.48
5002001,edu packscholar #2,9,7,174.46
3004001,corpamalgamalg #11,18,54,174.42
4002001,scholarmaxi #6,17,49,174.40
9006004,corpmaxi #4,17,8,174.40
4002001,maxibrand #10,18,32,174.22
3004001,corpcorp #2,19,42,174.15
4002001,edu packscholar #2,18,4,174.00
6013002,exportibrand #2,9,37,173.97
8003010,exportinameless #10,18,46,173.91
10015012,scholaramalgamalg #12,8,14,173.91
4004001,corpmaxi #10,18,2,173.88
6006002,corpcorp #2,17,31,173.88
10002003,importomaxi #10,19,16,173.88
10006002,corpunivamalg #2,9,3,173.84
6006003,scholarmaxi #10,17,27,173.81
9013002,exportiunivamalg #2,19,19,173.71
7011010,amalgnameless #10,19,4,173.55
7003001,exportiimporto #2,18,23,173.52
9009009,amalgmaxi #10,17,9,173.46
10013004,amalgscholar #2,9,23,173.46
8002010,importonameless #10,7,45,173.42
10012014,importoamalgamalg #14,18,44,173.42
1002001,amalgscholar #2,8,1,173.40
7005004,scholarbrand #4,7,14,173.40
9006008,corpmaxi #8,19,55,173.40
10003002,corpunivamalg #4,7,10,173.32
2001001,edu packexporti #2,17,33,173.28
2002001,edu packunivamalg #12,8,10,173.28
3004001,scholarnameless #4,9,2,173.25
10015016,scholaramalgamalg #16,18,57,173.25
9004003,amalgimporto #2,18,24,173.22
10001017,importoamalgamalg #1,9,50,173.19
7003010,exportibrand #10,17,16,173.18
5003001,edu packamalgamalg #3,18,7,173.16
7015002,scholarnameless #2,17,55,173.16
7006004,corpbrand #4,8,57,173.12
2001001,amalgexporti #2,19,24,173.04
5004001,brandcorp #2,7,54,173.04
6008005,edu packmaxi #6,18,21,172.98
1004001,amalgunivamalg #6,8,31,172.97
5002001,exportiexporti #2,18,8,172.97
10003006,exportiunivamalg #6,19,2,172.96
3002001,edu packedu pack #2,8,42,172.92
5001002,amalgscholar #2,7,59,172.90
6005008,scholarcorp #8,9,11,172.80
8002010,importonameless #10,17,51,172.80
4002001,exportiimporto #2,19,15,172.79
2003001,amalgbrand #4,19,36,172.72
10003001,exportiunivamalg #1,19,43,172.71
6008008,namelesscorp #8,6,22,172.70
7003001,exportiimporto #2,18,14,172.64
10006009,corpunivamalg #9,7,8,172.62
8011007,edu packmaxi #8,9,25,172.56
10004011,edu packunivamalg #11,19,25,172.56
5003001,importoimporto #2,18,17,172.53
7015003,amalgexporti #2,19,52,172.50
9013009,corpnameless #10,18,39,172.50
7011007,exportischolar #2,9,4,172.48
8015006,scholarmaxi #6,17,24,172.48
10007001,brandunivamalg #1,18,58,172.48
3002001,amalgmaxi #8,19,37,172.44
7002008,importobrand #8,17,33,172.40
7003004,exportibrand #4,7,14,172.40
6007001,brandnameless #10,8,53,172.38
2004002,edu packimporto #2,6,1,172.32
2004001,edu packexporti #2,18,35,172.25
6010002,univbrand #2,17,35,172.25
4003001,corpmaxi #6,19,36,172.10
6015002,scholarbrand #2,8,17,172.08
7007010,brandbrand #10,18,56,172.04
4003002,exportiedu pack #2,6,10,172.00
9012006,importounivamalg #6,18,10,172.00
10013004,exportiamalgamalg #4,19,44,171.85
1004001,importounivamalg #12,19,14,171.84
10002015,importounivamalg #15,19,34,171.81
9013008,exportiunivamalg #8,7,24,171.77
4003001,amalgexporti #2,18,30,171.76
5004001,amalgamalg #2,19,41,171.75
8003008,exportinameless #8,19,17,171.71
1001001,importoamalg #2,17,41,171.64
8016010,corpmaxi #10,6,14,171.60
10010015,univamalgamalg #15,6,54,171.54
5003001,edu packamalgamalg #3,9,43,171.50
10011008,amalgamalgamalg #8,18,26,171.50
10010009,univamalgamalg #9,18,10,171.48
7007010,brandbrand #10,7,34,171.41
1003001,amalgimporto #2,17,30,171.36
5002001,importoedu pack #2,9,29,171.36
6016003,edu packamalg #2,19,47,171.36
7015008,scholarnameless #8,17,14,171.36
9012011,importoamalg #2,17,28,171.36
6016006,corpbrand #6,9,0,171.27
10010004,univamalgamalg #4,17,46,171.19
10004003,edu packscholar #2,17,25,171.15
3004001,corpcorp #2,9,3,171.11
9016011,corpnameless #6,19,16,171.06
8011007,edu packmaxi #8,18,31,171.02
2001001,amalgmaxi #6,17,26,171.00
3002001,brandmaxi #4,18,43,171.00
6015004,scholarbrand #4,19,13,170.98
10008004,namelessunivamalg #4,9,7,170.94
2004001,exportischolar #2,8,48,170.90
2003001,amalgscholar #2,9,53,170.88
10015017,scholaramalgamalg #17,17,0,170.88
8006007,importoimporto #2,7,49,170.85
3001001,importoimporto #2,18,49,170.80
4001001,amalgedu pack #2,18,32,170.80
8016010,corpmaxi #10,6,11,170.73
8004007,edu packunivamalg #7,17,22,170.64
10001009,amalgunivamalg #9,19,45,170.61
7002010,importobrand #10,18,32,170.56
7010005,corpunivamalg #6,18,59,170.56
9002004,importomaxi #4,19,43,170.56
10006013,corpunivamalg #13,17,41,170.56
8008006,namelessnameless #6,7,3,170.52
9002011,maxinameless #10,18,19,170.52
9016008,corpunivamalg #8,9,33,170.52
1003001,edu packedu pack #2,19,11,170.50
9007005,maxinameless #10,9,26,170.50
10010012,univamalgamalg #12,7,19,170.50
1003001,edu packedu pack #2,9,4,170.36
6015008,scholarbrand #8,9,38,170.32
6009004,maxicorp #4,9,42,170.30
7014003,edu packcorp #2,19,9,170.27
7003006,exportibrand #6,17,35,170.25
8009003,amalgimporto #2,19,28,170.24
1002001,corpmaxi #4,7,45,170.17
2002001,edu packunivamalg #12,18,22,170.17
5001001,exportinameless #8,17,55,170.14
7010005,corpunivamalg #6,17,35,170.13
10008006,namelessunivamalg #6,6,35,170.10
8014006,edu packmaxi #6,17,42,170.04
7015003,univamalgamalg #17,9,57,169.95
10012002,importounivamalg #3,18,37,169.95
9011008,amalgunivamalg #8,9,24,169.92
9014008,edu packunivamalg #8,7,38,169.92
9016006,corpunivamalg #6,17,19,169.92
7012007,amalgunivamalg #16,17,59,169.90
6004001,importoamalg #2,18,46,169.83
3003001,exportiunivamalg #11,18,45,169.68
6001004,amalgcorp #4,9,6,169.65
7007004,brandbrand #4,9,34,169.65
3003002,exportiexporti #2,8,48,169.63
9003006,exportimaxi #6,8,33,169.62
10011014,amalgamalgamalg #14,19,14,169.60
8010004,univmaxi #4,9,3,169.50
8014006,edu packmaxi #6,9,0,169.48
9004003,amalgimporto #2,9,14,169.42
3004001,exportiexporti #2,18,43,169.40
7007007,amalgimporto #2,8,43,169.40
9003008,exportimaxi #8,18,5,169.33
2001001,importobrand #6,9,31,169.26
9010005,edu packscholar #2,9,48,169.26
2004001,importoexporti #2,9,42,169.20
7011007,exportischolar #2,17,48,169.20
8016004,corpmaxi #4,18,12,169.20
6012001,edu packmaxi #10,19,42,169.15
7009002,maxibrand #2,7,42,169.09
6014008,edu packbrand #8,17,28,169.00
8011002,amalgmaxi #2,18,49,169.00
1004002,edu packamalg #2,6,31,168.96
2003002,exportiimporto #2,6,52,168.96
7010010,univnameless #10,18,21,168.96
8003008,exportinameless #8,9,54,168.96
10013015,exportiamalgamalg #15,17,35,168.93
10004013,importoamalg #2,17,43,168.92
9007009,amalgscholar #2,18,0,168.91
7014009,importoimporto #2,17,25,168.90
2002001,amalgamalg #2,17,36,168.85
1003001,exportiexporti #2,9,4,168.84
6003007,namelessunivamalg #16,17,41,168.84
2002001,exportiexporti #2,18,23,168.81
10006017,corpunivamalg #17,17,45,168.78
10011009,amalgscholar #2,18,37,168.78
1004001,exportiedu pack #2,9,22,168.70
6010002,univbrand #2,9,22,168.64
7004010,edu packbrand #10,9,41,168.63
8014005,edu packamalg #2,18,47,168.53
7016001,amalgamalg #2,18,59,168.50
7010010,univnameless #10,17,45,168.48
7013008,exportinameless #8,7,42,168.48
8009005,scholarunivamalg #7,18,34,168.48
8015006,scholarmaxi #6,19,39,168.48
4004001,exportiedu pack #2,18,2,168.40
10014011,edu packamalgamalg #11,17,52,168.40
2003001,edu packscholar #2,7,34,168.30
9006006,corpmaxi #6,9,17,168.30
6005006,scholarcorp #6,9,19,168.21
6010004,univbrand #4,7,4,168.15
4001001,exportiedu pack #2,18,22,168.06
10013014,exportiamalgamalg #14,6,38,168.03
3003001,amalgamalg #2,19,41,168.00
4004001,edu packimporto #2,17,33,168.00
10011017,importobrand #8,6,25,168.00
9016011,corpnameless #6,19,44,167.96
1004001,amalgamalg #2,18,33,167.86
7015002,scholarnameless #2,9,32,167.85
7005004,scholarbrand #4,6,1,167.79
1003001,namelessunivamalg #12,9,51,167.72
2001001,importomaxi #10,18,47,167.72
3003001,exportiedu pack #2,9,1,167.70
10009001,maxiunivamalg #1,19,16,167.68
7016006,corpnameless #6,18,58,167.67
3003001,importonameless #8,8,20,167.65
9010010,univunivamalg #10,7,31,167.65
10013002,exportiamalgamalg #2,17,16,167.62
4004001,edu packscholar #2,8,35,167.61
8015009,amalgedu pack #2,9,56,167.58
9016009,maxiunivamalg #13,19,0,167.58
8007010,brandnameless #10,18,8,167.56
8016010,corpmaxi #10,9,7,167.55
3001001,amalgamalg #2,18,38,167.50
7012001,amalgamalgamalg #2,17,19,167.50
6016006,corpbrand #6,18,59,167.44
8015003,importoamalg #2,19,14,167.44
9012006,importounivamalg #6,18,21,167.44
6005002,scholarcorp #2,17,1,167.40
6003004,exporticorp #4,17,44,167.31
6004002,edu packcorp #2,8,16,167.31
9010010,univunivamalg #10,18,44,167.28
8016010,corpmaxi #10,6,9,167.21
7007004,brandbrand #4,7,29,167.20
7009010,maxibrand #10,18,11,167.20
6015004,scholarbrand #4,9,3,167.16
10005014,scholarunivamalg #14,19,32,167.16
8011010,amalgmaxi #10,9,22,167.13
6010007,importoamalg #2,19,57,167.01
1002001,corpcorp #6,9,57,166.98
7008006,namelessbrand #6,18,18,166.97
5004001,amalgedu pack #2,17,1,166.92
9001010,amalgmaxi #10,9,44,166.84
4002001,namelessmaxi #12,17,4,166.79
7006001,corpcorp #4,9,50,166.75
10008009,namelessunivamalg #9,19,21,166.72
1004001,importounivamalg #12,9,50,166.70
1003002,exportiamalg #2,8,43,166.68
9004003,amalgmaxi #10,17,58,166.67
5004001,amalgamalg #2,18,49,166.60
10005001,univamalgamalg #2,18,43,166.60
7005006,scholarbrand #6,18,43,166.56
3004001,edu packbrand #2,17,34,166.53
6012004,importobrand #4,8,30,166.43
7002006,importobrand #6,9,6,166.42
2001001,scholarbrand #6,19,55,166.38
5002002,importoscholar #2,7,13,166.38
